"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000042429.12",-2.03441738428951,5.47691767076683,20.9433375872887,4.73070207689891e-06,0.000111869840542286,NA,NA
"ENSG00000042445.14",-1.00650429093711,3.83927579145275,9.83243348679069,0.00171461355191926,0.00901033957548259,NA,NA
"ENSG00000042832.12",-1.45932617625196,0.954125382194307,11.309267816468,0.000771211777166414,0.0050063237717757,NA,NA
"ENSG00000047056.16",-1.06170885104317,5.66830772661359,13.8981949539707,0.000192983716643779,0.00179691963159939,NA,NA
"ENSG00000047315.17",-1.26565855720632,6.31097096877379,15.8715344506406,6.77907141170766e-05,0.000825793997478502,NA,NA
"ENSG00000047346.12",-1.20641388991523,6.52614347373976,11.2213232354316,0.000808628180697454,0.00518594172881217,NA,NA
"ENSG00000047365.12",-1.37853437393283,7.4801364347297,11.7398945824999,0.00061174488590634,0.0042291300743539,NA,NA
"ENSG00000047662.5",-2.22805376033831,1.77662673809764,20.9884804254864,4.62053217960761e-06,0.000109787381836992,NA,NA
"ENSG00000048342.17",-1.55088146642759,2.68539033591172,9.66336026873847,0.00187979468242278,0.00963370525584264,NA,NA
"ENSG00000048649.13",-1.21917719846513,6.50289271736217,12.8774131182308,0.000332571622436224,0.00266093019927759,NA,NA
"ENSG00000048707.15",-1.50313848690002,6.90334405383922,18.3765458554334,1.81275663424224e-05,0.000306195559375747,NA,NA
"ENSG00000050344.9",-4.22090007614751,4.72888471417613,40.7339016140833,1.74434543146287e-10,7.87492673876782e-08,NA,NA
"ENSG00000050438.17",-1.52971345244033,3.02340562668205,8.28121244598108,0.00400573724202774,0.0166278833746808,NA,NA
"ENSG00000051341.14",-1.1444567375883,4.35161269459971,7.3736948265046,0.00661848082485139,0.0240317151666186,NA,NA
"ENSG00000052749.14",-1.460679520794,6.04487856799554,19.7755745268604,8.7088521025038e-06,0.000177004745734109,NA,NA
"ENSG00000052795.13",-1.15722958277673,4.43295352008364,9.98288101873967,0.00158002274436974,0.00851070285050047,NA,NA
"ENSG00000053438.11",-1.68213494381516,2.33453878004666,14.7974434173986,0.000119697666481498,0.00125404770410785,NA,NA
"ENSG00000053702.15",-1.01451402155303,2.74570464203384,7.88220461145174,0.00499235841687657,0.0195008273976474,NA,NA
"ENSG00000054267.22",-1.15311965169638,7.44605933057766,10.9476008923077,0.000937248908613765,0.00575324855398759,NA,NA
"ENSG00000054277.14",-1.13639875311826,1.62094284908752,9.04531828270087,0.00263368374459823,0.0123027803778393,NA,NA
"ENSG00000054654.19",-1.47293691725009,6.54280108964573,9.26651667646948,0.00233381136073797,0.0112850118962267,NA,NA
"ENSG00000054690.14",-1.75311018503923,1.11049575994352,16.778487341604,4.20068388710651e-05,0.000579998040316152,NA,NA
"ENSG00000054967.13",-1.54633282482806,5.8361370535427,19.614598384285,9.4742530315599e-06,0.000187133442432749,NA,NA
"ENSG00000055118.16",1.54394311909438,3.8908969780394,6.60730441239091,0.0101561284826905,0.0331308038821905,NA,NA
"ENSG00000055609.19",-1.89112175191514,8.5184262875216,19.3454633142994,1.0907808307104e-05,0.000209413051751593,NA,NA
"ENSG00000055917.16",-1.35644003681965,7.45527968688857,15.8072219443963,7.01342977659781e-05,0.000846957236461951,NA,NA
"ENSG00000056558.11",-1.05177006936758,3.25234457702175,7.17456824174739,0.00739442413400676,0.0261171481148489,NA,NA
"ENSG00000058063.16",-1.20497704620101,6.72934226653293,11.7385301789311,0.000612193523707341,0.00423026860676807,NA,NA
"ENSG00000058404.20",-1.3959226888911,-0.301586886124354,7.58569689336917,0.00588332154456272,0.0220507728690215,NA,NA
"ENSG00000058600.16",-1.23870212976192,5.69202646352624,15.8647180238359,6.8035329872328e-05,0.00082674579481072,NA,NA
"ENSG00000059145.19",-2.11800548096023,5.30101450322855,26.2422772116858,3.01156742306312e-07,1.47586616673666e-05,NA,NA
"ENSG00000059758.8",-1.35977040867046,6.25738024957235,14.1816953619069,0.000165977326116046,0.00159755436731612,NA,NA
"ENSG00000059915.17",-2.59789100507458,2.9645611589357,27.7218468396303,1.40071876705033e-07,8.65888306701904e-06,NA,NA
"ENSG00000060069.17",-1.645072695528,5.89142423839005,26.9177600802148,2.12299047252433e-07,1.16280559042895e-05,NA,NA
"ENSG00000060749.16",-1.04021787307673,5.09017008230331,8.96037799589278,0.00275897803766901,0.0126901064542121,NA,NA
"ENSG00000061656.10",-1.49878694986744,1.83249776950843,19.1358032025118,1.21739633556677e-05,0.000224464982763289,NA,NA
"ENSG00000061938.20",-1.14943004288536,6.89688206114334,17.1050923698696,3.53673474666212e-05,0.000503249992891808,NA,NA
"ENSG00000061987.16",-1.38016242183117,6.00782665555174,12.8553752632618,0.000336511217085998,0.00268799056946732,NA,NA
"ENSG00000062524.16",-1.38014396208125,3.61540278513187,9.25830259619865,0.00234430196975189,0.0113137061047501,NA,NA
"ENSG00000063587.15",-1.02837354162433,5.11810673708113,9.31790773752955,0.00226924968680777,0.0110448812256647,NA,NA
"ENSG00000063601.17",-1.12278861469375,6.01787608126982,13.5887050155126,0.000227550552026237,0.00202149560172146,NA,NA
"ENSG00000063660.9",-1.09370829161512,1.90624873191586,7.41660440214144,0.00646246612967892,0.023643865520618,NA,NA
"ENSG00000063978.16",-1.01441472136405,6.51608990195471,17.8807765062174,2.35184774109796e-05,0.000371951461219505,NA,NA
"ENSG00000064607.17",-1.10101593800524,7.65676596228445,12.8418813031479,0.00033894665964321,0.00270178027574347,NA,NA
"ENSG00000064651.14",-1.10973097020443,5.03382112379125,12.3957267148112,0.000430317490291968,0.00325869418029739,NA,NA
"ENSG00000065243.20",-1.01385920226528,6.38770112115522,6.51746004081888,0.0106820454405953,0.0343442345648825,NA,NA
"ENSG00000065357.20",-1.09514378632488,6.92962042761544,14.6175313339235,0.000131683802837464,0.00133648516135163,NA,NA
"ENSG00000065361.16",-2.70926440566271,1.13162475431268,25.133849065723,5.34857310325635e-07,2.18909456297563e-05,NA,NA
"ENSG00000065413.20",-2.03239129518338,6.15660790144219,20.0732023562135,7.45337432717565e-06,0.000157969942142668,NA,NA
"ENSG00000065621.15",-2.50002029905499,3.69002605411387,29.8850375018034,4.58436995518756e-08,3.73212806515761e-06,NA,NA
"ENSG00000065665.21",-1.07173478249291,5.30142681490411,12.0116442122768,0.000528691952985404,0.00376683534939098,NA,NA
"ENSG00000065809.13",-1.17959630054032,7.52028242498493,12.6608509965861,0.000373392219658658,0.00291551220569952,NA,NA
"ENSG00000066056.14",1.16844147336448,4.32876553481254,6.6508814647238,0.00991067828324502,0.032493720762799,NA,NA
"ENSG00000066135.13",-1.82397834541796,3.67306628065286,25.480304195714,4.46922159011951e-07,1.92851689764045e-05,NA,NA
"ENSG00000066230.12",-2.9297469672972,-0.0327647166966236,36.0163184602101,1.95671954206603e-09,3.7858711347662e-07,NA,NA
"ENSG00000066279.18",-1.13213269944017,5.03223424412954,6.45106644344163,0.0110885763674907,0.0352684907606481,NA,NA
"ENSG00000066422.5",-1.55230838466095,6.54824828510533,17.7564788274809,2.51061045668114e-05,0.000390428753482626,NA,NA
"ENSG00000066654.14",-1.15641297587253,6.01371261934081,13.611246524651,0.000224834554028583,0.00199975234980169,NA,NA
"ENSG00000066777.9",-1.58016117948585,6.71990736132922,15.032103527623,0.000105697766426107,0.00115277110118313,NA,NA
"ENSG00000066933.16",-1.1626033753256,5.40033483308475,9.39224924711917,0.00217904700618146,0.0107175445025062,NA,NA
"ENSG00000067369.14",-1.7100555665913,5.87213206245987,21.9012330050688,2.87049426735515e-06,7.63653992768875e-05,NA,NA
"ENSG00000067840.12",-2.3918444027753,0.410577276138452,29.727619851602,4.97213370889813e-08,3.94015148910448e-06,NA,NA
"ENSG00000068001.14",-1.04950136492024,2.2773944948202,8.61080693665812,0.00334174216906793,0.0146169333043964,NA,NA
"ENSG00000068383.19",-1.86518701737606,4.14092838171537,31.7496479444857,1.75381050785123e-08,1.89335282217156e-06,NA,NA
"ENSG00000068831.19",-1.07683623155222,7.87101016981938,13.8686045620628,0.000196046212497775,0.00181974858180178,NA,NA
"ENSG00000068878.15",-1.40085610766148,7.72865282626797,12.3364119526168,0.000444207993720747,0.00333248129813693,NA,NA
"ENSG00000068976.14",-2.95095584680039,5.21600236156775,40.3608484589175,2.11129838073351e-10,8.5485047013938e-08,NA,NA
"ENSG00000070047.13",-1.59326722501638,5.83338496990838,26.212560203336,3.05826884294762e-07,1.48895716412528e-05,NA,NA
"ENSG00000070061.16",-1.22234969361305,5.33520871748843,14.2401637116679,0.000160899551852256,0.00155958459563755,NA,NA
"ENSG00000070190.13",-1.3226312124345,3.5704423474151,12.7412634755912,0.000357675987108397,0.00282987618478009,NA,NA
"ENSG00000070366.14",-1.38162701556983,5.59042922883991,16.482903051762,4.90907584263854e-05,0.000644067821996435,NA,NA
"ENSG00000070371.16",-1.94219142297357,3.01258976082213,16.2245514867501,5.62602481187023e-05,0.000715768724570817,NA,NA
"ENSG00000070388.11",-1.79305855926748,-0.583492537813667,22.8858411488319,1.71913547495403e-06,5.1923938138942e-05,NA,NA
"ENSG00000070731.11",-1.71903404977803,-0.621192711847435,13.5011716551712,0.000238414545828007,0.00208567228640379,NA,NA
"ENSG00000070814.22",-1.80187151336207,7.31435894779161,28.4487957267517,9.62095926671357e-08,6.47398508097495e-06,NA,NA
"ENSG00000070961.16",-1.13580035096185,5.71583812695948,6.24585515452278,0.0124484264507169,0.0385164397222804,NA,NA
"ENSG00000071082.11",1.11794354343909,10.2909997630331,10.3156095512618,0.0013190972064671,0.00744954896965384,NA,NA
"ENSG00000071189.21",-1.22203724883666,5.07471811280542,10.871517168741,0.000976544988792848,0.00594790157115121,NA,NA
"ENSG00000071242.12",-1.32938973349395,3.44722803309081,10.0728356573862,0.00150471272448566,0.00820542099904372,NA,NA
"ENSG00000072121.17",-1.01650997778684,5.66912945378948,10.2090117523281,0.00139756043377376,0.00776897587401549,NA,NA
"ENSG00000072201.14",-1.17236714654889,1.06386665518294,12.3321212004379,0.000445230191597366,0.00333486143510184,NA,NA
"ENSG00000072210.19",1.200239002197,3.26605198705159,9.54006569298209,0.00201034547844353,0.0100944142021745,NA,NA
"ENSG00000072310.17",-1.10329205693852,6.44334259078934,12.8777369673508,0.000332514077667051,0.00266093019927759,NA,NA
"ENSG00000072364.13",-1.05653566975898,8.1672812723037,8.29608489346858,0.00397306381114278,0.0165426594038598,NA,NA
"ENSG00000072415.10",-1.24705647083845,5.29179113029386,10.8113138752005,0.00100881682619812,0.00610006782305027,NA,NA
"ENSG00000072756.17",-1.19376779634273,3.80097002888161,14.9030176623999,0.000113181791224339,0.00120527685894225,NA,NA
"ENSG00000072803.17",-1.11299690148541,5.52685297727125,16.7454655383249,4.27442961662769e-05,0.000586149796011739,NA,NA
"ENSG00000072952.19",1.12869878874914,3.28970653631013,5.77884735660182,0.016220174924742,0.0469037589341626,NA,NA
"ENSG00000073331.18",-1.26040431558551,4.19057760837765,10.3429914505485,0.00129967210850046,0.00736217303134598,NA,NA
"ENSG00000073417.15",-1.25439301494305,4.77844655316897,12.2505618160654,0.000465118097304925,0.00343887315813835,NA,NA
"ENSG00000073578.17",-1.93033517019706,4.78987481368571,28.8892935576881,7.66353425057128e-08,5.46274321842158e-06,NA,NA
"ENSG00000073584.20",-1.39753044751771,4.14932592504794,16.43217175158,5.04221566725417e-05,0.000657208477784362,NA,NA
"ENSG00000073605.18",-1.86197082393557,4.24490438585045,21.9686775489507,2.7713663287772e-06,7.41253421294843e-05,NA,NA
"ENSG00000073614.13",-1.31576542677295,7.30989242093204,14.6166618943323,0.000131744568288109,0.00133648516135163,NA,NA
"ENSG00000074054.20",-1.31384092970137,6.79664011239367,15.9888514416706,6.37165939735646e-05,0.000786453866626483,NA,NA
"ENSG00000074266.22",-1.39486474606146,4.31710520777236,17.8291376507208,2.41654205773941e-05,0.000379764172744744,NA,NA
"ENSG00000074276.10",-1.09760258282868,1.59124329978456,8.88426451698344,0.00287638891592417,0.0131207722196688,NA,NA
"ENSG00000074621.14",-1.74614764947219,4.53952165165509,19.2194320346734,1.1652123539144e-05,0.000219738400615402,NA,NA
"ENSG00000074706.13",1.49118705067905,3.418216757609,7.68569721021677,0.00556601723918205,0.0211807215400598,NA,NA
"ENSG00000074755.15",-1.10371676775572,7.48768201145665,13.532882765819,0.000234419690490634,0.00206527767529832,NA,NA
"ENSG00000074964.17",2.03871931794001,0.225870501662279,10.1588264882497,0.00143612006134376,0.00791928494766625,NA,NA
"ENSG00000074966.11",-1.81137445444469,2.77658530877562,13.7688753588937,0.000206733048600695,0.0018825849376853,NA,NA
"ENSG00000075292.19",-1.2592498597676,6.19309394799362,10.6455073113966,0.00110338611423037,0.00652198373528998,NA,NA
"ENSG00000075340.23",1.22404067275812,4.95627842248189,6.61057015546689,0.0101375198769513,0.0330840681548345,NA,NA
"ENSG00000075539.15",-1.51182606513214,6.88571053246346,14.9155270833621,0.000112433772445321,0.00120074433110422,NA,NA
"ENSG00000075651.16",-2.25829724937187,4.02751433339465,10.082357000857,0.00149695725516548,0.00817892221591254,NA,NA
"ENSG00000075826.17",-1.28683152618732,5.57649894357001,13.3153938820022,0.000263236024236447,0.00224352991365823,NA,NA
"ENSG00000075856.12",-1.42932568631342,5.36987763248071,27.3204783355538,1.72376136868311e-07,9.95371971730271e-06,NA,NA
"ENSG00000075886.11",-1.43245107969293,1.87786374219648,15.0376363416993,0.000105388362415427,0.00115023869836266,NA,NA
"ENSG00000075975.17",-1.11931991743382,5.66355258550144,15.3880250187344,8.75413158666553e-05,0.0010009136790341,NA,NA
"ENSG00000076067.13",-1.3612166132667,5.4982724739542,15.9087925200271,6.64692109263147e-05,0.000813117265348474,NA,NA
"ENSG00000076108.12",-1.19083071648538,9.07314695339188,14.8358452572589,0.000117284977198711,0.00123572248253635,NA,NA
"ENSG00000076248.11",1.10984731360961,4.87672283656661,8.6933923425961,0.00319365675802554,0.0141688798037714,NA,NA
"ENSG00000076604.15",-1.31631496725787,6.41751681637264,13.7741446525545,0.000206153984779464,0.00188009619474121,NA,NA
"ENSG00000076826.10",-1.57890416255619,0.674708500566411,9.60314241199731,0.00194244673514593,0.00987180181283574,NA,NA
"ENSG00000077044.11",-1.04993680754354,8.28358126935822,9.20820971136635,0.00240932194178039,0.0115600896259724,NA,NA
"ENSG00000077092.19",-3.66827647417346,1.8534692828215,50.2040118998368,1.38564235475302e-12,2.94904282873006e-09,NA,NA
"ENSG00000077147.16",-1.00546714782609,7.34286026894372,8.74687647572669,0.00310132805623004,0.0138458451848112,NA,NA
"ENSG00000077150.20",-1.77290175264679,6.08123462691299,23.317630429955,1.37335357682017e-06,4.40953051454028e-05,NA,NA
"ENSG00000077152.11",1.64248413419879,3.68868939012883,15.6395696871243,7.66340849890839e-05,0.000907547375331774,NA,NA
"ENSG00000077235.18",-1.08936685183493,6.72652661833892,16.013497553177,6.28925037278116e-05,0.00077852390026246,NA,NA
"ENSG00000077238.14",-1.33494436750404,5.76221216407138,18.692834187777,1.53558485469936e-05,0.000269142860768366,NA,NA
"ENSG00000077254.14",-1.08979532656612,6.05735828428677,12.9173296535947,0.000325553965306275,0.00262451459693338,NA,NA
"ENSG00000077348.9",1.27206097408709,3.72402002814727,10.5036754691342,0.00119137327831219,0.00692332077065414,NA,NA
"ENSG00000077454.16",-1.15098237434585,5.6429419276621,15.1669437119058,9.8411213683515e-05,0.00109005967394573,NA,NA
"ENSG00000077984.6",1.68021959645093,5.12597988264581,9.85236513332421,0.00169613554540399,0.00895112552441681,NA,NA
"ENSG00000078177.14",-1.27855328373873,6.45119584191669,10.2857342849037,0.0013406265864681,0.00753400787823529,NA,NA
"ENSG00000078589.13",-1.37420787906891,3.49105918382665,9.12516589412385,0.00252117021992489,0.0119163686346577,NA,NA
"ENSG00000078596.11",-1.34631187447269,5.162815212479,6.45727498503875,0.0110498974496757,0.0351830246217713,NA,NA
"ENSG00000078674.18",-2.16526443779053,7.72376008792243,28.3538226028576,1.01047076362563e-07,6.75066970246394e-06,NA,NA
"ENSG00000078687.17",-1.02667292348049,5.5636868540824,14.3064786185637,0.000155329369976705,0.00151404636337067,NA,NA
"ENSG00000078795.17",-1.65743594661621,1.89031877878858,13.2047462278389,0.000279241051668856,0.00233846722190142,NA,NA
"ENSG00000078814.17",-1.45603574875501,2.76915572937234,15.7483201057847,7.23521597670468e-05,0.000867178178768675,NA,NA
